headline_text,label,tokenized_sents,developed_exists,developing_exists,cat
us urges iraq abide geneva convention,0,"{'abide', 'us', 'iraq', 'convention', 'geneva', 'urges'}",1,1,developed/developing
us urges new african republic leaders release,0,"{'republic', 'african', 'us', 'release', 'leaders', 'new', 'urges'}",1,0,developed
warning issued iraq phone poll,-1,"{'warning', 'iraq', 'issued', 'phone', 'poll'}",0,1,developing
aid groups ship water iraq,0,"{'water', 'groups', 'ship', 'aid', 'iraq'}",0,1,developing
aid reach iraq thursday,0,"{'iraq', 'reach', 'thursday', 'aid'}",0,1,developing
aust navy divers find sea mines iraqi port,0,"{'iraqi', 'mines', 'aust', 'divers', 'sea', 'port', 'navy', 'find'}",1,0,developed
aust suffers rare defeat jamaica,-1,"{'rare', 'aust', 'jamaica', 'suffers', 'defeat'}",1,1,developed/developing
bali suspect yells support iraq,0,"{'support', 'iraq', 'bali', 'yells', 'suspect'}",0,1,developing
bangladesh captain steps,0,"{'bangladesh', 'captain', 'steps'}",0,1,developing
blair focus post war iraq us meetings,-1,"{'blair', 'us', 'iraq', 'war', 'meetings', 'focus', 'post'}",1,1,developed/developing
british forces mark time basra fringe,0,"{'fringe', 'time', 'mark', 'british', 'forces', 'basra'}",1,0,developed
china ups pneumonia toll amid secrecy,0,"{'ups', 'secrecy', 'pneumonia', 'amid', 'china', 'toll'}",1,0,developed
downer heads us talks leaders,0,"{'heads', 'us', 'downer', 'talks', 'leaders'}",1,0,developed
england unchanged ireland,0,"{'england', 'unchanged', 'ireland'}",1,0,developed
french radio premieres fiji,0,"{'french', 'fiji', 'radio', 'premieres'}",0,1,developing
high school student begins hunger strike iraq,-1,"{'high', 'school', 'begins', 'student', 'strike', 'iraq', 'hunger'}",0,1,developing
howard wants us run post war iraq,-1,"{'us', 'wants', 'war', 'iraq', 'howard', 'post', 'run'}",1,1,developed/developing
iraq war dominates global markets,-1,"{'global', 'war', 'iraq', 'dominates', 'markets'}",0,1,developing
ivanisevic miss davis cup tie spain,0,"{'cup', 'miss', 'tie', 'spain', 'davis', 'ivanisevic'}",1,0,developed
north korea threatens japan spy satellite,-1,"{'north', 'korea', 'threatens', 'satellite', 'japan', 'spy'}",1,0,developed
singapore reports first mystery pneumonia death,-1,"{'first', 'reports', 'death', 'singapore', 'pneumonia', 'mystery'}",1,0,developed
turkey may scale back iraqi border force,0,"{'force', 'turkey', 'back', 'may', 'iraqi', 'border', 'scale'}",0,1,developing
turkey reserves right deploy troops,0,"{'turkey', 'right', 'deploy', 'reserves', 'troops'}",0,1,developing
turkey seeks iraq buffer zone prevent terrorism,-1,"{'turkey', 'prevent', 'seeks', 'zone', 'terrorism', 'iraq', 'buffer'}",0,1,developing
300 killed us returns fire pentagon,-1,"{'pentagon', 'fire', 'us', 'returns', 'killed', '300'}",1,0,developed
us admits possible civilian casualties bombing,1,"{'casualties', 'us', 'admits', 'possible', 'bombing', 'civilian'}",1,0,developed
us defends iraq battle plan,-1,"{'defends', 'us', 'plan', 'battle', 'iraq'}",1,1,developed/developing
us destroys downed apache helicopter,-1,"{'helicopter', 'destroys', 'downed', 'us', 'apache'}",1,0,developed
us public still backing bush poll,0,"{'bush', 'us', 'public', 'backing', 'still', 'poll'}",1,0,developed
vaile calls fair slice iraq trade,1,"{'fair', 'trade', 'calls', 'iraq', 'slice', 'vaile'}",0,1,developing
war iraq hurts manufacturers,-1,"{'iraq', 'hurts', 'war', 'manufacturers'}",0,1,developing
zambia floods wreck crops leave 10000 homeless,-1,"{'wreck', 'floods', 'homeless', 'leave', '10000', 'crops', 'zambia'}",0,1,developing
14 iraqi tanks destroyed south basra british,-1,"{'tanks', 'iraqi', 'british', 'destroyed', '14', 'south', 'basra'}",1,0,developed
al jazeera seeks us aid ensure free press,1,"{'free', 'ensure', 'press', 'al', 'seeks', 'us', 'aid', 'jazeera'}",1,0,developed
arab nations grapple anti us protests,-1,"{'anti', 'us', 'nations', 'protests', 'grapple', 'arab'}",1,0,developed
aust navy divers clear iraqi port mines,1,"{'iraqi', 'mines', 'aust', 'divers', 'port', 'clear', 'navy'}",1,0,developed
aust soldiers join front line democrats propose,1,"{'propose', 'democrats', 'join', 'soldiers', 'aust', 'line', 'front'}",1,0,developed
blast rocks burma capital killing one,-1,"{'rocks', 'killing', 'capital', 'burma', 'blast', 'one'}",0,1,developing
british captives appear al jazeera,0,"{'al', 'appear', 'british', 'jazeera', 'captives'}",1,0,developed
brundle fears british gp future,-1,"{'gp', 'brundle', 'future', 'british', 'fears'}",1,0,developed
bus crashes burns kyrgyzstan killing 17,-1,"{'killing', 'bus', 'burns', 'kyrgyzstan', 'crashes', '17'}",0,1,developing
corks pop hardy merger us giant,1,"{'hardy', 'us', 'corks', 'giant', 'merger', 'pop'}",1,0,developed
dangerous media n iraq downer,-1,"{'dangerous', 'downer', 'media', 'iraq', 'n'}",0,1,developing
double forward boost ireland,1,"{'double', 'forward', 'boost', 'ireland'}",1,0,developed
dubai based tv says news team missing iraq,-1,"{'tv', 'says', 'team', 'based', 'missing', 'news', 'iraq', 'dubai'}",0,1,developing
france help chemical weapons used,0,"{'weapons', 'used', 'help', 'france', 'chemical'}",1,0,developed
fraud costs australia 5 billion annually report,-1,"{'annually', '5', 'billion', 'report', 'australia', 'costs', 'fraud'}",1,0,developed
israel raids gaza chasing arafat bodyguards,0,"{'chasing', 'gaza', 'bodyguards', 'raids', 'arafat', 'israel'}",1,0,developed
market stays holding pattern iraq,0,"{'stays', 'market', 'pattern', 'holding', 'iraq'}",0,1,developing
mcewen leads aussie 1 2 belgium,0,"{'leads', '2', 'belgium', 'mcewen', '1', 'aussie'}",1,0,developed
mine delays aid ship iraq port,0,"{'delays', 'mine', 'ship', 'port', 'aid', 'iraq'}",0,1,developing
australians ok troops iraq poll,1,"{'ok', 'australians', 'iraq', 'troops', 'poll'}",0,1,developing
nz police confirm springsteen security threat,-1,"{'threat', 'confirm', 'nz', 'police', 'springsteen', 'security'}",1,0,developed
powell invites un post war iraq,-1,"{'invites', 'powell', 'war', 'iraq', 'post', 'un'}",0,1,developing
republican guard attacking us force iraq,-1,"{'force', 'guard', 'us', 'republican', 'iraq', 'attacking'}",1,1,developed/developing
two missing british soldiers believed dead defence,-1,"{'two', 'defence', 'missing', 'soldiers', 'british', 'dead', 'believed'}",1,0,developed
un must reach iraq agreement aust ambassador,1,"{'agreement', 'reach', 'iraq', 'aust', 'must', 'ambassador', 'un'}",1,1,developed/developing
us army criticised iraq firefighting contract,-1,"{'firefighting', 'army', 'us', 'iraq', 'criticised', 'contract'}",1,1,developed/developing
us didnt mean blow civilians howard,0,"{'civilians', 'us', 'howard', 'didnt', 'blow', 'mean'}",1,0,developed
us forces parachute northern iraq,0,"{'us', 'northern', 'iraq', 'forces', 'parachute'}",1,1,developed/developing
us gathers evidence pow execution claims,0,"{'evidence', 'claims', 'us', 'execution', 'gathers', 'pow'}",1,0,developed
us investigates friendly fire report,1,"{'fire', 'us', 'friendly', 'report', 'investigates'}",1,0,developed
us war wounded arrive spanish base,-1,"{'us', 'spanish', 'arrive', 'war', 'base', 'wounded'}",1,0,developed
us wont cede control iraq un,0,"{'us', 'un', 'iraq', 'wont', 'cede', 'control'}",1,1,developed/developing
afghanistan floods kill 11,-1,"{'afghanistan', '11', 'kill', 'floods'}",0,1,developing
aid ship creeps towards iraq port,0,"{'creeps', 'towards', 'ship', 'port', 'aid', 'iraq'}",0,1,developing
australia names fed cup squad,0,"{'cup', 'fed', 'australia', 'squad', 'names'}",1,0,developed
babies bags one china city,0,"{'babies', 'bags', 'city', 'china', 'one'}",1,0,developed
cambodia cabinet okays khmer rouge trials,1,"{'trials', 'cabinet', 'okays', 'khmer', 'cambodia', 'rouge'}",0,1,developing
churches make tv ad iraq war,-1,"{'tv', 'ad', 'war', 'iraq', 'churches', 'make'}",0,1,developing
civilians fired basra uk,-1,"{'civilians', 'fired', 'uk', 'basra'}",1,0,developed
cosgrove defends us planning strategy,0,"{'planning', 'defends', 'strategy', 'us', 'cosgrove'}",1,0,developed
egypt predicts dire war consequences,-1,"{'consequences', 'dire', 'egypt', 'predicts', 'war'}",0,1,developing
fears iraq conflict may obstruct olympic,-1,"{'conflict', 'obstruct', 'olympic', 'may', 'fears', 'iraq'}",0,1,developing
former israeli pm pays tribute australia,0,"{'israeli', 'tribute', 'pays', 'australia', 'former', 'pm'}",1,0,developed
indonesia may tax rare pets luxury,0,"{'indonesia', 'pets', 'may', 'tax', 'luxury', 'rare'}",0,1,developing
iraq denies executing british soldiers,-1,"{'denies', 'soldiers', 'british', 'executing', 'iraq'}",1,1,developed/developing
iraqi protective suits show weapons potential uk,-1,"{'show', 'potential', 'uk', 'suits', 'weapons', 'iraqi', 'protective'}",1,0,developed
iraq shoots us drone baghdad,0,"{'drone', 'us', 'baghdad', 'iraq', 'shoots'}",1,1,developed/developing
japan launches spy satellites amid north korea fears,-1,"{'satellites', 'north', 'korea', 'japan', 'amid', 'fears', 'launches', 'spy'}",1,0,developed
pakistan players pay world cup failure,-1,"{'cup', 'players', 'world', 'pakistan', 'failure', 'pay'}",0,1,developing
pm fudging post war iraq rule labor,-1,"{'rule', 'fudging', 'war', 'pm', 'iraq', 'labor', 'post'}",0,1,developing
poland asks us discretion troops,0,"{'discretion', 'poland', 'us', 'troops', 'asks'}",1,0,developed
scandal ousts iraq hawk pentagon panel,-1,"{'panel', 'pentagon', 'scandal', 'ousts', 'iraq', 'hawk'}",0,1,developing
south west wine leaves us,0,"{'west', 'us', 'leaves', 'wine', 'south'}",1,0,developed
syrias mufti calls martyrs attack us,-1,"{'syrias', 'martyrs', 'us', 'attack', 'mufti', 'calls'}",1,0,developed
us congress votes war holy day,-1,"{'votes', 'us', 'congress', 'day', 'war', 'holy'}",1,0,developed
us mistakes slovenia partner war,-1,"{'partner', 'us', 'mistakes', 'war', 'slovenia'}",1,0,developed
us orders troops iraq,0,"{'iraq', 'us', 'troops', 'orders'}",1,1,developed/developing
us says market blast may never solved,-1,"{'market', 'says', 'us', 'may', 'blast', 'never', 'solved'}",1,0,developed
us toll 28 dead seven pows 17 missing,-1,"{'seven', 'us', 'pows', 'missing', 'toll', 'dead', '17', '28'}",1,0,developed
us turkey resume talks iraq deployment,0,"{'turkey', 'us', 'resume', 'talks', 'iraq', 'deployment'}",1,1,developed/developing
werent ready chief us soldier,-1,"{'us', 'soldier', 'werent', 'ready', 'chief'}",1,0,developed
al jazeera says cameraman missing iraq,-1,"{'says', 'al', 'cameraman', 'missing', 'jazeera', 'iraq'}",0,1,developing
aust fighter jets destroy command hq,-1,"{'fighter', 'jets', 'hq', 'command', 'aust', 'destroy'}",1,0,developed
baghdad death toll 62 says iraq bombs rain,-1,"{'says', 'death', '62', 'rain', 'baghdad', 'iraq', 'bombs', 'toll'}",0,1,developing
blair drops claim iraq murdered soldiers,-1,"{'blair', 'murdered', 'claim', 'soldiers', 'iraq', 'drops'}",0,1,developing
british soldier killed friendly fire,-1,"{'fire', 'friendly', 'soldier', 'killed', 'british'}",1,0,developed
bush praises great progress us troops,1,"{'great', 'bush', 'us', 'progress', 'troops', 'praises'}",1,0,developed
china puts final death toll mine accident 72,-1,"{'puts', 'death', '72', 'mine', 'final', 'accident', 'china', 'toll'}",1,0,developed
crusaders hurricanes win nz clashes,1,"{'hurricanes', 'crusaders', 'clashes', 'nz', 'win'}",1,0,developed
fathers death rules robbie keane ireland,-1,"{'robbie', 'keane', 'death', 'fathers', 'ireland', 'rules'}",1,0,developed
five die bomb attack southern philippines,-1,"{'die', 'southern', 'five', 'attack', 'bomb', 'philippines'}",0,1,developing
many us vets war answer,-1,"{'many', 'vets', 'answer', 'us', 'war'}",1,0,developed
hacktivists wage iraq war online,-1,"{'online', 'war', 'hacktivists', 'wage', 'iraq'}",0,1,developing
howard defends length us led war iraq,-1,"{'led', 'length', 'defends', 'us', 'war', 'iraq', 'howard'}",1,1,developed/developing
iran dismisses us warnings propaganda,-1,"{'dismisses', 'warnings', 'us', 'propaganda', 'iran'}",1,1,developed/developing
iraq denies disguising soldiers civilians,-1,"{'civilians', 'disguising', 'denies', 'soldiers', 'iraq'}",0,1,developing
iraqi army pinned south uk,0,"{'pinned', 'uk', 'army', 'iraqi', 'south'}",1,0,developed
iraq sars put heat tourism industry,0,"{'heat', 'tourism', 'put', 'iraq', 'industry', 'sars'}",0,1,developing
iraq says detains three alleged us spies,0,"{'detains', 'three', 'says', 'alleged', 'us', 'spies', 'iraq'}",1,1,developed/developing
iraq set sandstorms,0,"{'iraq', 'set', 'sandstorms'}",0,1,developing
kenya bids 2006 cross country worlds,0,"{'bids', 'worlds', 'cross', 'country', 'kenya', '2006'}",0,1,developing
middle east protests damn us aggression,-1,"{'damn', 'us', 'aggression', 'protests', 'middle', 'east'}",1,0,developed
one us marine killed one hurt accident,-1,"{'us', 'one', 'killed', 'hurt', 'accident', 'marine'}",1,0,developed
pause wont stop aust troop work iraq adf,1,"{'work', 'pause', 'troop', 'aust', 'wont', 'stop', 'iraq', 'adf'}",1,1,developed/developing
robbers blamed fatal kyrgyzstan bus blaze,-1,"{'fatal', 'bus', 'robbers', 'kyrgyzstan', 'blaze', 'blamed'}",0,1,developing
rumsfeld tells syria iran stay war,-1,"{'rumsfeld', 'tells', 'syria', 'war', 'iran', 'stay'}",0,1,developing
seven miners killed coalmine collapse india,-1,"{'seven', 'miners', 'collapse', 'killed', 'india', 'coalmine'}",0,1,developing
stones rock india earlier,0,"{'rock', 'india', 'earlier', 'stones'}",0,1,developing
syria denies sending military gear iraq,-1,"{'sending', 'syria', 'gear', 'denies', 'military', 'iraq'}",0,1,developing
syria iran deny helping saddam fight,-1,"{'syria', 'saddam', 'deny', 'fight', 'iran', 'helping'}",0,1,developing
tens thousands stage anti war protests india,-1,"{'anti', 'thousands', 'stage', 'protests', 'war', 'india', 'tens'}",0,1,developing
thanksgiving service held vietnam veterans,0,"{'service', 'veterans', 'vietnam', 'held', 'thanksgiving'}",0,1,developing
uk military chief denies plans failing,-1,"{'plans', 'uk', 'denies', 'military', 'failing', 'chief'}",1,0,developed
uk police release eight arrested anti terrorist,-1,"{'anti', 'uk', 'eight', 'release', 'terrorist', 'police', 'arrested'}",1,0,developed
un launches appeal 22 billion aid iraq,0,"{'billion', 'iraq', 'appeal', 'aid', 'launches', 'un', '22'}",0,1,developing
us air strikes mosul nasiriyah,-1,"{'us', 'strikes', 'mosul', 'air', 'nasiriyah'}",1,0,developed
us attacks militia meeting basra,-1,"{'militia', 'meeting', 'us', 'attacks', 'basra'}",1,0,developed
us breaks terror plots,-1,"{'us', 'plots', 'terror', 'breaks'}",1,0,developed
us choppers kill 50 elite saddam troops,-1,"{'us', 'kill', 'choppers', 'saddam', '50', 'elite', 'troops'}",1,0,developed
us commanders praise australian troops,1,"{'praise', 'australian', 'commanders', 'us', 'troops'}",1,0,developed
us denies baghdad advance hold,-1,"{'hold', 'us', 'denies', 'advance', 'baghdad'}",1,0,developed
us forces expel embedded journalist,-1,"{'expel', 'journalist', 'us', 'forces', 'embedded'}",1,0,developed
us paper missing two journalists baghdad,-1,"{'journalists', 'two', 'us', 'missing', 'baghdad', 'paper'}",1,0,developed
us planes bomb north east iraqi troops retreat,-1,"{'north', 'us', 'troops', 'planes', 'iraqi', 'retreat', 'bomb', 'east'}",1,0,developed
us revises car bomb toll,-1,"{'revises', 'us', 'car', 'bomb', 'toll'}",1,0,developed
us says iraq may chemical arms trigger line,0,"{'says', 'us', 'may', 'trigger', 'chemical', 'iraq', 'line', 'arms'}",1,1,developed/developing
us soldiers die najaf suicide bombing,-1,"{'die', 'us', 'bombing', 'suicide', 'soldiers', 'najaf'}",1,0,developed
us warplanes redeployed turkish base,0,"{'warplanes', 'us', 'redeployed', 'turkish', 'base'}",1,0,developed
violence fractures aust peace movement,0,"{'peace', 'fractures', 'aust', 'violence', 'movement'}",1,0,developed
vogts sees iceland match springboard,0,"{'springboard', 'match', 'vogts', 'iceland', 'sees'}",1,0,developed
war words rages iraq battle,-1,"{'rages', 'battle', 'war', 'iraq', 'words'}",0,1,developing
waugh admits homesickness could burden aust,-1,"{'admits', 'waugh', 'could', 'homesickness', 'aust', 'burden'}",1,0,developed
wfp extend relief aid mozambique june,1,"{'relief', 'aid', 'wfp', 'june', 'mozambique', 'extend'}",0,1,developing
zimbabwe opposition says mugabe party rig polls,1,"{'opposition', 'says', 'party', 'zimbabwe', 'polls', 'mugabe', 'rig'}",0,1,developing
zim kenya replace sth africa sharjah cup,0,"{'africa', 'replace', 'zim', 'cup', 'sth', 'sharjah', 'kenya'}",0,1,developing
al jazeera cameraman released us,0,"{'al', 'released', 'us', 'cameraman', 'jazeera'}",1,0,developed
amnesty deliver iraq petition blair,0,"{'blair', 'petition', 'deliver', 'amnesty', 'iraq'}",0,1,developing
anti war protesters go hunger strike pakistan,-1,"{'anti', 'protesters', 'pakistan', 'war', 'strike', 'hunger', 'go'}",0,1,developing
aust playwright enright dies 52,0,"{'playwright', 'dies', 'enright', 'aust', '52'}",1,0,developed
aust win post war contracts downer,0,"{'contracts', 'downer', 'aust', 'war', 'post', 'win'}",1,0,developed
basra strike hits baath gathering us,0,"{'gathering', 'us', 'strike', 'baath', 'hits', 'basra'}",1,0,developed
british govt apologises execution claim,1,"{'apologises', 'claim', 'execution', 'british', 'govt'}",1,0,developed
bush accuses iraq atrocities,-1,"{'bush', 'accuses', 'iraq', 'atrocities'}",0,1,developing
china allows open protests iraq war,-1,"{'allows', 'open', 'protests', 'war', 'iraq', 'china'}",1,1,developed/developing
earthquake jolts northern pakistan,0,"{'pakistan', 'northern', 'earthquake', 'jolts'}",0,1,developing
first british war dead arrive home,-1,"{'first', 'arrive', 'british', 'dead', 'war', 'home'}",1,0,developed
forces reshaping iraq war track uk,-1,"{'uk', 'reshaping', 'war', 'iraq', 'forces', 'track'}",1,1,developed/developing
forest fires blaze north eastern china,0,"{'eastern', 'north', 'forest', 'blaze', 'fires', 'china'}",1,0,developed
former uk minister wants troops iraq,0,"{'uk', 'former', 'wants', 'iraq', 'minister', 'troops'}",1,1,developed/developing
france scotland end six nations campaigns,0,"{'nations', 'scotland', 'end', 'france', 'campaigns', 'six'}",1,0,developed
france shine big guns stutter,-1,"{'guns', 'big', 'stutter', 'shine', 'france'}",1,0,developed
government ban india tour pakistan,-1,"{'government', 'pakistan', 'ban', 'tour', 'india'}",0,1,developing
human shields jordan baghdad expulsion,0,"{'expulsion', 'human', 'shields', 'baghdad', 'jordan'}",0,1,developing
indonesian believers protest war iraq,-1,"{'believers', 'protest', 'indonesian', 'war', 'iraq'}",0,1,developing
iran wont back us regime post war iraq,-1,"{'back', 'us', 'regime', 'iraq', 'war', 'wont', 'iran', 'post'}",1,1,developed/developing
iraq claims coalition plane helicopter shot,0,"{'helicopter', 'claims', 'coalition', 'plane', 'iraq', 'shot'}",0,1,developing
iraq denies us claims war atrocities,-1,"{'atrocities', 'claims', 'us', 'denies', 'war', 'iraq'}",1,1,developed/developing
iraqi fisherman dance downed us spy plane,0,"{'downed', 'us', 'plane', 'dance', 'iraqi', 'spy', 'fisherman'}",1,0,developed
iraqi tactics foreseen war plan us,1,"{'us', 'plan', 'iraqi', 'tactics', 'war', 'foreseen'}",1,0,developed
iraq killing defecting soldiers dissidents,-1,"{'killing', 'soldiers', 'defecting', 'iraq', 'dissidents'}",0,1,developing
iraq rejects renewed un oil food resolution,-1,"{'resolution', 'oil', 'renewed', 'food', 'rejects', 'iraq', 'un'}",0,1,developing
iraq says 4000 arabs iraq martyrdom,0,"{'says', '4000', 'martyrdom', 'iraq', 'arabs'}",0,1,developing
iraq threatens regular suicide attacks,-1,"{'threatens', 'suicide', 'attacks', 'iraq', 'regular'}",0,1,developing
iraq warns suicide attacks,-1,"{'iraq', 'attacks', 'suicide', 'warns'}",0,1,developing
journalists us forces forbidden use sat,-1,"{'journalists', 'us', 'sat', 'forbidden', 'forces', 'use'}",1,0,developed
kenya downs australia hk 7s shock,-1,"{'hk', 'shock', 'australia', '7s', 'downs', 'kenya'}",1,1,developed/developing
mexicans think fighting us bring,-1,"{'us', 'mexicans', 'bring', 'think', 'fighting'}",1,0,developed
oil cartel denies backing us led war,-1,"{'cartel', 'led', 'us', 'backing', 'denies', 'war', 'oil'}",1,0,developed
pope fears iraq war could mean religious,-1,"{'pope', 'religious', 'could', 'fears', 'war', 'iraq', 'mean'}",0,1,developing
saddam losing control iraq says bush,-1,"{'losing', 'says', 'bush', 'saddam', 'iraq', 'control'}",0,1,developing
saddam sacks air commander uk,0,"{'uk', 'commander', 'saddam', 'air', 'sacks'}",1,0,developed
singapore reports third death pneumonia virus,-1,"{'reports', 'third', 'death', 'singapore', 'pneumonia', 'virus'}",1,0,developed
suicide blast wounds 20 israel,-1,"{'blast', 'suicide', '20', 'wounds', 'israel'}",1,0,developed
suicide bomb injures 26 israel,-1,"{'suicide', 'injures', '26', 'bomb', 'israel'}",1,0,developed
terrified iraq family caught confused firefight,-1,"{'confused', 'caught', 'terrified', 'iraq', 'firefight', 'family'}",0,1,developing
three missing westerners iraq reach syria,-1,"{'three', 'reach', 'syria', 'missing', 'westerners', 'iraq'}",0,1,developing
truck rams us soldiers kuwait 15 injured,-1,"{'truck', '15', 'us', 'rams', 'soldiers', 'kuwait', 'injured'}",1,0,developed
turkey issues warning us iraq,-1,"{'turkey', 'us', 'warning', 'issues', 'iraq'}",1,1,developed/developing
un aid leaves kuwait southern iraq,0,"{'southern', 'leaves', 'kuwait', 'aid', 'iraq', 'un'}",0,1,developing
us britain recruiting un inspectors help,1,"{'inspectors', 'us', 'un', 'help', 'recruiting', 'britain'}",1,0,developed
us commanders praise australian troops,1,"{'praise', 'australian', 'commanders', 'us', 'troops'}",1,0,developed
us cruise missiles fall saudi arabia,0,"{'missiles', 'us', 'cruise', 'saudi', 'arabia', 'fall'}",1,0,developed
us death toll rises marines die,-1,"{'die', 'death', 'us', 'rises', 'marines', 'toll'}",1,0,developed
us ground forces prepare assault baghdad,-1,"{'us', 'ground', 'baghdad', 'forces', 'prepare', 'assault'}",1,0,developed
us guilty state terrorism iraqi war north,-1,"{'state', 'north', 'us', 'iraqi', 'war', 'terrorism', 'guilty'}",1,0,developed
us marines fierce nasiriyah firefight,0,"{'us', 'fierce', 'nasiriyah', 'firefight', 'marines'}",1,0,developed
us moves bolster supply line security iraq,1,"{'us', 'bolster', 'security', 'iraq', 'supply', 'line', 'moves'}",1,1,developed/developing
us officials defensive war strategy,-1,"{'defensive', 'strategy', 'us', 'war', 'officials'}",1,0,developed
us overcomes snipers guerrillas take kifl,0,"{'snipers', 'us', 'guerrillas', 'kifl', 'overcomes', 'take'}",1,0,developed
us planes pound suspected taliban hideouts,-1,"{'taliban', 'suspected', 'us', 'planes', 'hideouts', 'pound'}",1,0,developed
us reinforcements face earlier deployment,0,"{'us', 'reinforcements', 'face', 'earlier', 'deployment'}",1,0,developed
us satellites monitor shuttle missions,0,"{'satellites', 'shuttle', 'missions', 'us', 'monitor'}",1,0,developed
us soldiers face barrage criticism turkey,-1,"{'turkey', 'face', 'us', 'barrage', 'soldiers', 'criticism'}",1,1,developed/developing
us soldiers iraq asked pray bush,1,"{'pray', 'bush', 'us', 'asked', 'soldiers', 'iraq'}",1,1,developed/developing
us spokesman lowers death toll suicide attack,-1,"{'spokesman', 'death', 'us', 'attack', 'suicide', 'lowers', 'toll'}",1,0,developed
violence ahead zimbabwe opposition deadline,-1,"{'ahead', 'opposition', 'zimbabwe', 'deadline', 'violence'}",0,1,developing
voting begins two key zimbabwe elections,0,"{'two', 'elections', 'voting', 'key', 'zimbabwe', 'begins'}",0,1,developing
zimbabwe tour england go ahead,0,"{'ahead', 'zimbabwe', 'england', 'tour', 'go'}",0,1,developing
zimbabwe votes second day elections,0,"{'votes', 'elections', 'zimbabwe', 'second', 'day'}",0,1,developing
100000 strike israel budget cuts,-1,"{'budget', '100000', 'cuts', 'strike', 'israel'}",1,0,developed
allied advances neither iraq,0,"{'iraq', 'allied', 'advances', 'neither'}",0,1,developing
atkinson harrop crowned aust triathlon champs,1,"{'harrop', 'triathlon', 'aust', 'champs', 'atkinson', 'crowned'}",1,0,developed
australia prepared biological chemical threats,-1,"{'threats', 'prepared', 'biological', 'australia', 'chemical'}",1,0,developed
britain silent conscientious objectors claim,0,"{'claim', 'silent', 'conscientious', 'britain', 'objectors'}",1,0,developed
british troops find chemical warfare equipment,-1,"{'warfare', 'british', 'equipment', 'chemical', 'troops', 'find'}",1,0,developed
british tv reporter found dead northern iraq,-1,"{'tv', 'found', 'northern', 'british', 'dead', 'reporter', 'iraq'}",1,1,developed/developing
canada records fourth death killer virus,-1,"{'killer', 'death', 'canada', 'fourth', 'virus', 'records'}",1,0,developed
downer meet us officials post war iraq,-1,"{'us', 'downer', 'meet', 'war', 'officials', 'iraq', 'post'}",1,1,developed/developing
egypt finds oldest evidence mummification,0,"{'evidence', 'mummification', 'egypt', 'finds', 'oldest'}",0,1,developing
england crush ireland seal grand slam,0,"{'grand', 'crush', 'slam', 'ireland', 'england', 'seal'}",1,0,developed
first serious contact republican guard us,0,"{'first', 'contact', 'serious', 'guard', 'us', 'republican'}",1,0,developed
friendly fire survivor critical us soldier,1,"{'fire', 'us', 'friendly', 'soldier', 'survivor', 'critical'}",1,0,developed
frontline journalists iraq face tough time,0,"{'journalists', 'tough', 'time', 'frontline', 'face', 'iraq'}",0,1,developing
global markets sobered fears long iraq war,-1,"{'long', 'sobered', 'fears', 'iraq', 'war', 'global', 'markets'}",0,1,developing
iraqis selling coalition food aid british soldiers,0,"{'coalition', 'iraqis', 'soldiers', 'food', 'british', 'aid', 'selling'}",1,0,developed
iraq war produce 100 bin ladens mubarak,-1,"{'bin', 'produce', 'ladens', 'mubarak', '100', 'war', 'iraq'}",0,1,developing
100000 pakistanis rally iraq war,-1,"{'rally', '100000', 'war', 'iraq', 'pakistanis'}",0,1,developing
100 missing nigeria political rally,-1,"{'rally', 'nigeria', 'political', 'missing', '100'}",0,1,developing
role australia post saddam downer,-1,"{'downer', 'australia', 'saddam', 'role', 'post'}",1,0,developed
nz author wins fiction prize rugby tale,1,"{'prize', 'fiction', 'wins', 'rugby', 'nz', 'tale', 'author'}",1,0,developed
nz honours hillary 50 years,1,"{'years', 'nz', '50', 'hillary', 'honours'}",1,0,developed
nz suspends loose tobacco sales,-1,"{'sales', 'suspends', 'loose', 'tobacco', 'nz'}",1,0,developed
palestinian militants send suicide bombers iraq,-1,"{'militants', 'suicide', 'send', 'bombers', 'iraq', 'palestinian'}",0,1,developing
powell warns syria iran drop terror support,-1,"{'support', 'warns', 'syria', 'drop', 'terror', 'powell', 'iran'}",0,1,developing
protesters stone trucks carrying us equipment,-1,"{'protesters', 'us', 'trucks', 'stone', 'carrying', 'equipment'}",1,0,developed
rumours sow uncertainty us ranks,-1,"{'ranks', 'us', 'rumours', 'sow', 'uncertainty'}",1,0,developed
singapore reports third death pneumonia virus,-1,"{'reports', 'third', 'death', 'singapore', 'pneumonia', 'virus'}",1,0,developed
suicide bomber gift iraq militant group says,-1,"{'militant', 'says', 'bomber', 'suicide', 'gift', 'iraq', 'group'}",0,1,developing
suicide bombers head iraq,-1,"{'iraq', 'head', 'suicide', 'bombers'}",0,1,developing
syrians arrive mosul fight iraq al,-1,"{'syrians', 'al', 'arrive', 'mosul', 'fight', 'iraq'}",0,1,developing
three us troops die helicopter crash,-1,"{'die', 'helicopter', 'three', 'us', 'crash', 'troops'}",1,0,developed
truck rams us soldiers kuwait,0,"{'truck', 'us', 'rams', 'soldiers', 'kuwait'}",1,0,developed
uk claims capture iraqi general near basra,0,"{'uk', 'claims', 'iraqi', 'capture', 'near', 'general', 'basra'}",1,0,developed
