headline_text,tokenized_sents,developed_exists,developing_exists,cat,label
atkinson harrop crowned aust triathlon champs,"{'aust', 'champs', 'crowned', 'triathlon', 'atkinson', 'harrop'}",1,0,developed,2
australia prepared biological chemical threats,"{'australia', 'biological', 'threats', 'prepared', 'chemical'}",1,0,developed,0
britain silent conscientious objectors claim,"{'britain', 'claim', 'conscientious', 'silent', 'objectors'}",1,0,developed,1
british troops find chemical warfare equipment,"{'equipment', 'warfare', 'find', 'british', 'chemical', 'troops'}",1,0,developed,0
british tv reporter found dead northern iraq,"{'found', 'northern', 'iraq', 'dead', 'british', 'reporter', 'tv'}",1,1,developed/developing,0
canada records fourth death killer virus,"{'killer', 'fourth', 'records', 'virus', 'canada', 'death'}",1,0,developed,0
downer meet us officials post war iraq,"{'downer', 'post', 'iraq', 'war', 'us', 'meet', 'officials'}",1,1,developed/developing,0
egypt finds oldest evidence mummification,"{'oldest', 'mummification', 'finds', 'evidence', 'egypt'}",0,1,developing,1
england crush ireland seal grand slam,"{'crush', 'grand', 'seal', 'england', 'slam', 'ireland'}",1,0,developed,2
first serious contact republican guard us,"{'first', 'guard', 'contact', 'serious', 'us', 'republican'}",1,0,developed,1
friendly fire survivor critical us soldier,"{'soldier', 'survivor', 'fire', 'critical', 'friendly', 'us'}",1,0,developed,2
frontline journalists iraq face tough time,"{'frontline', 'journalists', 'tough', 'time', 'iraq', 'face'}",0,1,developing,1
global markets sobered fears long iraq war,"{'markets', 'global', 'long', 'fears', 'iraq', 'war', 'sobered'}",0,1,developing,0
iraqis selling coalition food aid british soldiers,"{'coalition', 'aid', 'food', 'british', 'iraqis', 'soldiers', 'selling'}",1,0,developed,1
iraq war produce 100 bin ladens mubarak,"{'produce', 'iraq', 'mubarak', 'war', 'ladens', 'bin', '100'}",0,1,developing,0
100000 pakistanis rally iraq war,"{'rally', '100000', 'pakistanis', 'iraq', 'war'}",0,1,developing,0
100 missing nigeria political rally,"{'rally', 'nigeria', 'political', 'missing', '100'}",0,1,developing,0
role australia post saddam downer,"{'downer', 'post', 'australia', 'role', 'saddam'}",1,0,developed,0
nz author wins fiction prize rugby tale,"{'prize', 'nz', 'tale', 'wins', 'fiction', 'rugby', 'author'}",1,0,developed,2
nz honours hillary 50 years,"{'50', 'hillary', 'honours', 'years', 'nz'}",1,0,developed,2
nz suspends loose tobacco sales,"{'suspends', 'sales', 'tobacco', 'loose', 'nz'}",1,0,developed,0
palestinian militants send suicide bombers iraq,"{'palestinian', 'militants', 'bombers', 'send', 'iraq', 'suicide'}",0,1,developing,0
powell warns syria iran drop terror support,"{'powell', 'support', 'warns', 'drop', 'iran', 'terror', 'syria'}",0,1,developing,0
protesters stone trucks carrying us equipment,"{'equipment', 'carrying', 'stone', 'trucks', 'us', 'protesters'}",1,0,developed,0
rumours sow uncertainty us ranks,"{'ranks', 'sow', 'uncertainty', 'us', 'rumours'}",1,0,developed,0
singapore reports third death pneumonia virus,"{'third', 'pneumonia', 'singapore', 'reports', 'virus', 'death'}",1,0,developed,0
suicide bomber gift iraq militant group says,"{'militant', 'bomber', 'group', 'gift', 'says', 'iraq', 'suicide'}",0,1,developing,0
suicide bombers head iraq,"{'bombers', 'head', 'suicide', 'iraq'}",0,1,developing,0
syrians arrive mosul fight iraq al,"{'fight', 'al', 'syrians', 'mosul', 'iraq', 'arrive'}",0,1,developing,0
three us troops die helicopter crash,"{'die', 'three', 'us', 'helicopter', 'crash', 'troops'}",1,0,developed,0
truck rams us soldiers kuwait,"{'rams', 'us', 'truck', 'kuwait', 'soldiers'}",1,0,developed,1
uk claims capture iraqi general near basra,"{'claims', 'basra', 'iraqi', 'capture', 'general', 'uk', 'near'}",1,0,developed,1
uk commandos claim success basra suburb,"{'commandos', 'basra', 'claim', 'suburb', 'uk', 'success'}",1,0,developed,2
uk ministers condemn cooks withdrawal push,"{'condemn', 'ministers', 'cooks', 'uk', 'push', 'withdrawal'}",1,0,developed,0
un trucks drinking water iraq,"{'water', 'iraq', 'trucks', 'un', 'drinking'}",0,1,developing,1
us chief apologises friendly fire incidents,"{'fire', 'incidents', 'chief', 'friendly', 'us', 'apologises'}",1,0,developed,2
us general says access american pows,"{'american', 'says', 'pows', 'general', 'access', 'us'}",1,0,developed,0
us marines secure southern euphrates river,"{'euphrates', 'secure', 'southern', 'river', 'us', 'marines'}",1,0,developed,2
us marines storm town target chemical ali,"{'chemical', 'target', 'town', 'ali', 'us', 'marines', 'storm'}",1,0,developed,1
us public accepts death part war poll,"{'part', 'public', 'accepts', 'poll', 'war', 'us', 'death'}",1,0,developed,0
us releases details massive iraqi,"{'massive', 'iraqi', 'releases', 'details', 'us'}",1,0,developed,1
us steps northern bombing campaign,"{'bombing', 'steps', 'campaign', 'us', 'northern'}",1,0,developed,1
us targets potential terrorist base,"{'base', 'potential', 'us', 'targets', 'terrorist'}",1,0,developed,0
us timed launch war save iraqi oil wells,"{'save', 'iraqi', 'launch', 'war', 'timed', 'us', 'wells', 'oil'}",1,0,developed,2
us troops get strict iraqis suicide,"{'strict', 'iraqis', 'us', 'suicide', 'get', 'troops'}",1,0,developed,0
us warnings sharpen syrias iraq dilemma,"{'sharpen', 'syrias', 'iraq', 'us', 'warnings', 'dilemma'}",1,1,developed/developing,0
us war plan failing arnett tells iraq tv,"{'plan', 'iraq', 'failing', 'war', 'arnett', 'us', 'tells', 'tv'}",1,1,developed/developing,0
war sars forces air nz cancel flights,"{'cancel', 'air', 'war', 'forces', 'sars', 'flights', 'nz'}",1,0,developed,0
welcome hell israelis tell us suicide bomb,"{'welcome', 'bomb', 'tell', 'israelis', 'hell', 'us', 'suicide'}",1,0,developed,0
zimbabwe police surround mugabe home opposition,"{'opposition', 'surround', 'home', 'police', 'mugabe', 'zimbabwe'}",0,1,developing,1
around 94 set us masters organisers,"{'organisers', 'masters', 'around', 'set', '94', 'us'}",1,0,developed,1
astro boy help rebuild iraq,"{'boy', 'iraq', 'rebuild', 'astro', 'help'}",0,1,developing,2
aust man shrugs sars,"{'sars', 'aust', 'shrugs', 'man'}",1,0,developed,1
australia ready mystery virus doctor,"{'ready', 'australia', 'virus', 'doctor', 'mystery'}",1,0,developed,0
britain power strip uk citizenship,"{'citizenship', 'britain', 'power', 'uk', 'strip'}",1,0,developed,1
british landing near mosul thwarted iraq says,"{'thwarted', 'says', 'landing', 'mosul', 'iraq', 'british', 'near'}",1,1,developed/developing,1
checkpoint deaths tragic us,"{'us', 'tragic', 'deaths', 'checkpoint'}",1,0,developed,0
colombia bans shirt lifting goal celebrations,"{'goal', 'bans', 'lifting', 'celebrations', 'colombia', 'shirt'}",0,1,developing,1
comedy steals us wartime box office,"{'steals', 'box', 'comedy', 'wartime', 'us', 'office'}",1,0,developed,0
downer meets powell us tour,"{'powell', 'downer', 'meets', 'us', 'tour'}",1,0,developed,1
germany planning green world cup 2006,"{'world', 'planning', 'cup', 'germany', '2006', 'green'}",1,0,developed,1
human shields remain iraq sa woman,"{'shields', 'remain', 'iraq', 'woman', 'human', 'sa'}",0,1,developing,1
iraq reports fierce fighting nasiriya,"{'nasiriya', 'reports', 'iraq', 'fierce', 'fighting'}",0,1,developing,0
israel says syria smuggling arms iraq,"{'arms', 'israel', 'smuggling', 'says', 'iraq', 'syria'}",1,1,developed/developing,1
japan retracts nth korean missile claim,"{'japan', 'missile', 'claim', 'retracts', 'nth', 'korean'}",1,0,developed,1
kamal sacked bangladesh coach,"{'sacked', 'coach', 'bangladesh', 'kamal'}",0,1,developing,1
killer flu threat may postpone mayors china trip,"{'flu', 'trip', 'threat', 'china', 'postpone', 'may', 'killer', 'mayors'}",1,0,developed,0
man holds 46 people hostage plane cuba,"{'people', 'man', '46', 'cuba', 'plane', 'hostage', 'holds'}",0,1,developing,1
masur warns sweden form hewitt,"{'warns', 'form', 'masur', 'sweden', 'hewitt'}",1,0,developed,1
mexico set presidency un security council,"{'presidency', 'set', 'un', 'security', 'mexico', 'council'}",0,1,developing,2
nauru president suffers heart attack,"{'attack', 'president', 'nauru', 'suffers', 'heart'}",0,1,developing,0
nz denies anti war stance embarrasses us,"{'embarrasses', 'stance', 'war', 'us', 'denies', 'anti', 'nz'}",1,0,developed,0
sa rural confidence highest australia survey,"{'australia', 'confidence', 'highest', 'rural', 'survey', 'sa'}",1,0,developed,2
uk urges friendly trade europe us,"{'urges', 'friendly', 'us', 'uk', 'europe', 'trade'}",1,0,developed,2
un food program faces massive iraq operation,"{'operation', 'massive', 'faces', 'iraq', 'food', 'un', 'program'}",0,1,developing,1
us assures turkey kirkuk hold,"{'turkey', 'assures', 'hold', 'us', 'kirkuk'}",1,1,developed/developing,2
us claims victory ansar al islam,"{'claims', 'islam', 'al', 'ansar', 'us', 'victory'}",1,0,developed,1
us stocks tick war weighs sentiment,"{'sentiment', 'stocks', 'tick', 'weighs', 'war', 'us'}",1,0,developed,0
us take measures prevent checkpoint shootings,"{'take', 'checkpoint', 'measures', 'prevent', 'us', 'shootings'}",1,0,developed,1
us warplanes bomb around n iraq city kirkuk,"{'bomb', 'kirkuk', 'city', 'warplanes', 'around', 'iraq', 'us', 'n'}",1,1,developed/developing,0
alleged aust terrorist free go home pakistan,"{'alleged', 'aust', 'pakistan', 'free', 'go', 'home', 'terrorist'}",1,1,developed/developing,0
australia sweden rekindle old rivalry,"{'rekindle', 'australia', 'old', 'sweden', 'rivalry'}",1,0,developed,1
bolivia mudslide kills 14 400 feared buried alive,"{'14', 'mudslide', 'kills', 'bolivia', 'alive', 'buried', '400', 'feared'}",0,1,developing,0
british stage mysterious rescue operation iraq,"{'operation', 'stage', 'iraq', 'rescue', 'mysterious', 'british'}",1,1,developed/developing,2
china permits team visit guangdong,"{'permits', 'visit', 'team', 'china', 'guangdong'}",1,0,developed,1
choir cancels china tour mystery bug fears,"{'bug', 'china', 'fears', 'cancels', 'tour', 'choir', 'mystery'}",1,0,developed,0
conference told australia fears outside world,"{'world', 'told', 'australia', 'conference', 'fears', 'outside'}",1,0,developed,0
cricket chat gives iraq drama new pitch,"{'drama', 'new', 'pitch', 'gives', 'iraq', 'chat', 'cricket'}",0,1,developing,1
govt avoiding issue un controlled iraq rudd,"{'govt', 'iraq', 'un', 'rudd', 'issue', 'avoiding', 'controlled'}",0,1,developing,0
harwood declared fit aust match,"{'aust', 'harwood', 'declared', 'fit', 'match'}",1,0,developed,2
iraq thrown third forces battle,"{'battle', 'third', 'iraq', 'forces', 'thrown'}",0,1,developing,0
iraqis firing najaf shrine us,"{'firing', 'shrine', 'najaf', 'us', 'iraqis'}",1,0,developed,0
iraq says beat najaf attack gives bomb toll,"{'bomb', 'toll', 'attack', 'says', 'gives', 'iraq', 'najaf', 'beat'}",0,1,developing,0
israel stages tulkarm assault,"{'tulkarm', 'assault', 'stages', 'israel'}",1,0,developed,0
missing war journalists safe jordan,"{'journalists', 'safe', 'jordan', 'missing', 'war'}",0,1,developing,0
mission australia lose 300 staff,"{'lose', 'staff', 'australia', 'mission', '300'}",1,0,developed,0
news ltd journalist expelled iraq,"{'news', 'ltd', 'journalist', 'expelled', 'iraq'}",0,1,developing,0
news ltd unsure reporters future iraq,"{'news', 'ltd', 'future', 'unsure', 'iraq', 'reporters'}",0,1,developing,0
peace could real war iraq,"{'real', 'peace', 'iraq', 'war', 'could'}",0,1,developing,1
sars fears force exchange students china,"{'students', 'force', 'china', 'fears', 'exchange', 'sars'}",1,0,developed,0
sars kills another 9 china officials,"{'another', 'kills', 'china', '9', 'sars', 'officials'}",1,0,developed,0
shepparton man mourns nephew 9 dead iraq,"{'nephew', '9', 'iraq', 'mourns', 'dead', 'shepparton', 'man'}",0,1,developing,0
tasmanian families relatives iraq meet,"{'tasmanian', 'iraq', 'meet', 'families', 'relatives'}",0,1,developing,1
two us pilots rescued plane crash,"{'pilots', 'two', 'rescued', 'plane', 'us', 'crash'}",1,0,developed,1
us airport quarantines plane sars scare,"{'airport', 'plane', 'us', 'scare', 'quarantines', 'sars'}",1,0,developed,0
us defends soldiers iraq civilian killings,"{'killings', 'civilian', 'iraq', 'us', 'defends', 'soldiers'}",1,1,developed/developing,0
us destroys republican guard division iraq denies,"{'guard', 'destroys', 'division', 'iraq', 'us', 'denies', 'republican'}",1,1,developed/developing,0
us forces bridge tigris report,"{'bridge', 'us', 'forces', 'tigris', 'report'}",1,0,developed,1
us forces secure karbala report,"{'secure', 'karbala', 'us', 'forces', 'report'}",1,0,developed,2
us investors taking upbeat look war,"{'upbeat', 'taking', 'war', 'us', 'investors', 'look'}",1,0,developed,0
us military begin examining bodies found,"{'begin', 'found', 'bodies', 'examining', 'us', 'military'}",1,0,developed,1
us investigate 60 year old mortar death,"{'60', 'investigate', 'old', 'mortar', 'year', 'us', 'death'}",1,0,developed,0
us troops attack fedayeen najaf,"{'fedayeen', 'attack', 'najaf', 'us', 'troops'}",1,0,developed,0
us troops move,"{'move', 'us', 'troops'}",1,0,developed,1
us turkey agree supplies n iraq troops,"{'turkey', 'supplies', 'iraq', 'us', 'agree', 'troops', 'n'}",1,1,developed/developing,2
us vanguard 30 km baghdad military,"{'30', 'km', 'us', 'military', 'baghdad', 'vanguard'}",1,0,developed,1
vanuatu faces indonesian backlash papua,"{'vanuatu', 'backlash', 'papua', 'indonesian', 'faces'}",0,1,developing,1
vieira barthez play israel,"{'barthez', 'play', 'vieira', 'israel'}",1,0,developed,2
virus fear puts mask choirs china tour,"{'tour', 'china', 'choirs', 'virus', 'puts', 'fear', 'mask'}",1,0,developed,0
al jazeera suspends broadcasts iraq,"{'suspends', 'al', 'iraq', 'broadcasts', 'jazeera'}",0,1,developing,1
al qaeda suspect captured north west pakistan,"{'qaeda', 'north', 'pakistan', 'suspect', 'al', 'captured', 'west'}",0,1,developing,0
australia backs un role post war iraq,"{'post', 'australia', 'iraq', 'backs', 'role', 'war', 'un'}",1,1,developed/developing,0
aust swimming stands volkers,"{'volkers', 'aust', 'stands', 'swimming'}",1,0,developed,1
china assisting north korea mediation downer,"{'north', 'korea', 'downer', 'china', 'mediation', 'assisting'}",1,0,developed,1
cricket talks saves day iraq human shields,"{'saves', 'talks', 'shields', 'iraq', 'human', 'cricket', 'day'}",0,1,developing,1
defending iraq sacred duty arabs,"{'defending', 'duty', 'sacred', 'arabs', 'iraq'}",0,1,developing,1
euro 2004 france close finals england top,"{'close', '2004', 'top', 'france', 'euro', 'finals', 'england'}",1,0,developed,2
europe broadcasters say us limiting iraq reporting,"{'reporting', 'iraq', 'us', 'limiting', 'say', 'europe', 'broadcasters'}",1,1,developed/developing,1
fifth sars patient dies singapore,"{'fifth', 'patient', 'dies', 'singapore', 'sars'}",1,0,developed,1
former aust military commanders believe saddam,"{'commanders', 'aust', 'believe', 'former', 'saddam', 'military'}",1,0,developed,1
howard upbeat progress iraq war operations,"{'upbeat', 'operations', 'howard', 'iraq', 'war', 'progress'}",0,1,developing,0
indonesia 18500 school age drug users official,"{'18500', 'school', 'indonesia', 'age', 'drug', 'official', 'users'}",0,1,developing,1
irans khatami warns iraq war fuel extremism,"{'irans', 'warns', 'fuel', 'iraq', 'extremism', 'war', 'khatami'}",0,1,developing,0
iraq denies us troops making progress war,"{'making', 'iraq', 'war', 'us', 'denies', 'progress', 'troops'}",1,1,developed/developing,0
israel confirms 1000 palestinians forced,"{'israel', 'confirms', 'palestinians', 'forced', '1000'}",1,0,developed,0
israel poisons crops bedouin squatters,"{'poisons', 'israel', 'squatters', 'crops', 'bedouin'}",1,0,developed,0
israel release detained palestinians,"{'detained', 'release', 'israel', 'palestinians'}",1,0,developed,0
kallis bangladesh tour,"{'tour', 'bangladesh', 'kallis'}",0,1,developing,1
missile downs us warplane iraq report,"{'missile', 'iraq', 'report', 'downs', 'us', 'warplane'}",1,1,developed/developing,1
moses phelps fly us flag foreign flavored,"{'foreign', 'phelps', 'flavored', 'flag', 'us', 'moses', 'fly'}",1,0,developed,1
cries victory yet aust military,"{'aust', 'yet', 'cries', 'military', 'victory'}",1,0,developed,0
nz man rolled scam,"{'rolled', 'scam', 'man', 'nz'}",1,0,developed,0
santinis mixed feelings france victory,"{'france', 'mixed', 'feelings', 'victory', 'santinis'}",1,0,developed,1
schumacher eager get back track brazil,"{'track', 'eager', 'back', 'brazil', 'get', 'schumacher'}",0,1,developing,2
seventh sars patient dies canada report,"{'patient', 'dies', 'seventh', 'canada', 'sars', 'report'}",1,0,developed,1
syria backhands us threats iraq,"{'backhands', 'threats', 'iraq', 'us', 'syria'}",1,1,developed/developing,0
syria says us practising terrorism iraq,"{'practising', 'says', 'iraq', 'us', 'terrorism', 'syria'}",1,1,developed/developing,0
turkey opens border us troop supplies,"{'turkey', 'supplies', 'border', 'troop', 'us', 'opens'}",1,1,developed/developing,1
us anti doping agency bans snowboarder life,"{'anti', 'bans', 'life', 'agency', 'snowboarder', 'us', 'doping'}",1,0,developed,0
us black hawk iraq,"{'iraq', 'black', 'us', 'hawk'}",1,1,developed/developing,1
us confirms warplane downed iraq,"{'downed', 'confirms', 'iraq', 'us', 'warplane'}",1,1,developed/developing,1
us forces drive back iraqi troops north,"{'north', 'iraqi', 'back', 'drive', 'us', 'forces', 'troops'}",1,0,developed,1
us helicopter shot iraq seven believed dead,"{'shot', 'iraq', 'seven', 'dead', 'us', 'believed', 'helicopter'}",1,1,developed/developing,0
us loses warplane chopper iraq fighting,"{'iraq', 'chopper', 'us', 'loses', 'fighting', 'warplane'}",1,1,developed/developing,0
us markets bet white flags,"{'markets', 'bet', 'white', 'us', 'flags'}",1,0,developed,1
us resumes push international assistance,"{'international', 'resumes', 'us', 'assistance', 'push'}",1,0,developed,1
18 killed brazil bus crash,"{'killed', 'bus', 'brazil', 'crash', '18'}",0,1,developing,0
22 dead conflict india,"{'conflict', 'dead', '22', 'india'}",0,1,developing,0
2500 republican guards surrender us forces,"{'forces', '2500', 'surrender', 'us', 'guards', 'republican'}",1,0,developed,1
australia post modest total,"{'post', 'australia', 'total', 'modest'}",1,0,developed,1
barrichello winning brazil would like winning,"{'like', 'brazil', 'winning', 'would', 'barrichello'}",0,1,developing,2
british triple jumper hansen heel op,"{'triple', 'hansen', 'op', 'jumper', 'heel', 'british'}",1,0,developed,1
dimarco leads one georgia,"{'dimarco', 'leads', 'georgia', 'one'}",0,1,developing,1
eight taliban killed southern afghanistan report,"{'killed', 'taliban', 'southern', 'report', 'afghanistan', 'eight'}",0,1,developing,0
england face probe turkey match clash,"{'turkey', 'match', 'clash', 'england', 'probe', 'face'}",0,1,developing,1
france manager maso counts marsh,"{'maso', 'marsh', 'counts', 'france', 'manager'}",1,0,developed,1
north korea blasts us sanctions missile,"{'north', 'korea', 'sanctions', 'blasts', 'missile', 'us'}",1,0,developed,1
north korea deflects human rights abuses us,"{'north', 'korea', 'rights', 'human', 'us', 'deflects', 'abuses'}",1,0,developed,0
oh takes lead thailand open,"{'open', 'takes', 'oh', 'lead', 'thailand'}",0,1,developing,1
post saddam iraq controlled iraqis blair,"{'post', 'iraq', 'saddam', 'blair', 'iraqis', 'controlled'}",0,1,developing,1
suspected aust sars cases drop 7 5,"{'aust', 'drop', '7', '5', 'suspected', 'sars', 'cases'}",1,0,developed,0
top us soldier praises australian fighters,"{'fighters', 'soldier', 'australian', 'top', 'us', 'praises'}",1,0,developed,2
two killed suspected rebel attack indonesia,"{'killed', 'indonesia', 'two', 'attack', 'suspected', 'rebel'}",0,1,developing,0
un aid convoy expected deliver food n iraq,"{'deliver', 'aid', 'iraq', 'food', 'un', 'n', 'expected', 'convoy'}",0,1,developing,1
un warns threat war us nth korea,"{'korea', 'warns', 'threat', 'nth', 'war', 'us', 'un'}",1,0,developed,0
us claims liquid powder chemical manuals found,"{'powder', 'claims', 'found', 'liquid', 'us', 'manuals', 'chemical'}",1,0,developed,1
us scales diplomatic staff china,"{'staff', 'china', 'scales', 'us', 'diplomatic'}",1,0,developed,1
us senate passes bill finance war 130 billion,"{'bill', 'finance', 'passes', 'war', 'us', 'senate', '130', 'billion'}",1,0,developed,0
us troops find vials chemical weapons manuals,"{'find', 'us', 'weapons', 'manuals', 'chemical', 'vials', 'troops'}",1,0,developed,0
us troops say find second site vials powder,"{'powder', 'site', 'find', 'second', 'us', 'say', 'vials', 'troops'}",1,0,developed,1
1000 iraqis killed baghdad incursion us,"{'killed', 'incursion', '1000', 'us', 'iraqis', 'baghdad'}",1,0,developed,0
aussie dawes grabs share thailand open lead,"{'open', 'dawes', 'grabs', 'share', 'lead', 'aussie', 'thailand'}",0,1,developing,2
australia cruise victory south africans,"{'africans', 'australia', 'cruise', 'south', 'victory'}",1,0,developed,1
australia goes 2 0 davis cup,"{'australia', 'cup', 'goes', '2', '0', 'davis'}",1,0,developed,1
british tornados add concrete hi tech arsenal,"{'hi', 'tornados', 'tech', 'concrete', 'add', 'arsenal', 'british'}",1,0,developed,1
british troops find iraqi morgue,"{'iraqi', 'find', 'morgue', 'british', 'troops'}",1,0,developed,1
british troops ready take basra says commander,"{'ready', 'basra', 'take', 'commander', 'says', 'british', 'troops'}",1,0,developed,2
bush blair meet n ireland next week,"{'next', 'blair', 'week', 'n', 'meet', 'bush', 'ireland'}",1,0,developed,1
canada starting crack extended winter,"{'winter', 'starting', 'extended', 'crack', 'canada'}",1,0,developed,1
china says sars may linked chlamydia like,"{'like', 'linked', 'china', 'says', 'chlamydia', 'may', 'sars'}",1,0,developed,2
cuba imposes news blackout ferry hijacking,"{'news', 'ferry', 'blackout', 'cuba', 'imposes', 'hijacking'}",0,1,developing,1
elite iraqi guard division defeated us marines,"{'iraqi', 'guard', 'division', 'us', 'marines', 'elite', 'defeated'}",1,0,developed,0
five dead suspected iraqi suicide blast us,"{'iraqi', 'blast', 'five', 'dead', 'us', 'suicide', 'suspected'}",1,0,developed,0
hewitt gives australia 2 0 lead sweden,"{'australia', 'gives', 'sweden', '2', 'hewitt', '0', 'lead'}",1,0,developed,1
hopes fade hundreds buried bolivia mudslide,"{'hopes', 'mudslide', 'hundreds', 'bolivia', 'buried', 'fade'}",0,1,developing,2
iraqi minister denies us presence baghdad,"{'iraqi', 'minister', 'us', 'denies', 'baghdad', 'presence'}",1,0,developed,0
iraqi us forces clash baghdad,"{'iraqi', 'clash', 'us', 'forces', 'baghdad'}",1,0,developed,1
iraq says okay baghdad airport retaken,"{'airport', 'okay', 'says', 'iraq', 'retaken', 'baghdad'}",0,1,developing,2
iraq tv shows saddam touring baghdad,"{'touring', 'shows', 'iraq', 'saddam', 'baghdad', 'tv'}",0,1,developing,1
malaysia confirms first sars death,"{'first', 'confirms', 'sars', 'malaysia', 'death'}",0,1,developing,0
medellin win ecuador reach last 16,"{'last', 'medellin', 'ecuador', 'win', 'reach', '16'}",0,1,developing,2
mortars rain us forces encircle baghdad,"{'encircle', 'mortars', 'us', 'forces', 'baghdad', 'rain'}",1,0,developed,1
pakistan rout sri lanka second win sharjah,"{'pakistan', 'sri', 'sharjah', 'rout', 'second', 'win', 'lanka'}",0,1,developing,2
pentagon confirms death us troops,"{'pentagon', 'confirms', 'death', 'us', 'troops'}",1,0,developed,0
pentagon confirms nine us bodies retrieved,"{'pentagon', 'retrieved', 'confirms', 'nine', 'bodies', 'us'}",1,0,developed,1
philippoussis puts australia ahead sweden,"{'australia', 'ahead', 'sweden', 'puts', 'philippoussis'}",1,0,developed,1
powell fails convince europeans iraq,"{'powell', 'europeans', 'fails', 'iraq', 'convince'}",0,1,developing,0
rescued us soldier reportedly responding,"{'soldier', 'reportedly', 'rescued', 'us', 'responding'}",1,0,developed,2
speech indicates saddam alive us intelligence,"{'intelligence', 'alive', 'saddam', 'us', 'speech', 'indicates'}",1,0,developed,2
three us soldiers killed airport accident,"{'accident', 'killed', 'airport', 'three', 'us', 'soldiers'}",1,0,developed,0
tway janzen forge two shot lead georgia,"{'janzen', 'shot', 'georgia', 'forge', 'tway', 'two', 'lead'}",0,1,developing,1
two us marines killed iraq helicopter crash,"{'killed', 'two', 'iraq', 'us', 'helicopter', 'marines', 'crash'}",1,1,developed/developing,0
uk embassy staff leave tehran blasts,"{'embassy', 'leave', 'staff', 'blasts', 'tehran', 'uk'}",1,0,developed,1
un brings food aid n iraq,"{'aid', 'brings', 'iraq', 'food', 'un', 'n'}",0,1,developing,1
underground facilities found baghdad airport us,"{'found', 'airport', 'underground', 'us', 'baghdad', 'facilities'}",1,0,developed,1
un lost authority since us attack nth korea,"{'korea', 'authority', 'attack', 'lost', 'since', 'nth', 'us', 'un'}",1,0,developed,0
un must play role iraq france,"{'play', 'must', 'iraq', 'role', 'france', 'un'}",1,1,developed/developing,2
us blue chips rise profit warnings hurt techs,"{'profit', 'rise', 'chips', 'us', 'blue', 'warnings', 'hurt', 'techs'}",1,0,developed,0
us calls aircraft hit iraqis airport,"{'airport', 'hit', 'aircraft', 'us', 'iraqis', 'calls'}",1,0,developed,1
us claims renames saddams baghdad airport,"{'claims', 'renames', 'airport', 'us', 'saddams', 'baghdad'}",1,0,developed,1
us columnist killed iraq,"{'iraq', 'us', 'killed', 'columnist'}",1,1,developed/developing,0
us forces attack central iraqi city kerbala,"{'iraqi', 'kerbala', 'attack', 'city', 'central', 'us', 'forces'}",1,0,developed,0
us forces seize hq medina republican guards,"{'hq', 'medina', 'seize', 'us', 'guards', 'forces', 'republican'}",1,0,developed,1
us jobs show worse expected drop march,"{'worse', 'show', 'drop', 'us', 'jobs', 'march', 'expected'}",1,0,developed,0
us marine commander relieved post iraq,"{'marine', 'relieved', 'post', 'commander', 'iraq', 'us'}",1,1,developed/developing,1
us marines digging suspected chemical arms site,"{'digging', 'site', 'arms', 'us', 'marines', 'suspected', 'chemical'}",1,0,developed,0
us may move set interim authority iraq,"{'authority', 'move', 'interim', 'iraq', 'set', 'us', 'may'}",1,1,developed/developing,1
us eyeing syria iran blair,"{'iran', 'blair', 'us', 'syria', 'eyeing'}",1,1,developed/developing,1
us un lead post war iraq rice,"{'post', 'iraq', 'war', 'rice', 'us', 'un', 'lead'}",1,1,developed/developing,0
us nth korea hold talks,"{'korea', 'talks', 'nth', 'hold', 'us'}",1,0,developed,1
us officials tracking 100 cases sars virus,"{'tracking', 'virus', 'us', 'sars', '100', 'cases', 'officials'}",1,0,developed,1
us soldier charged murder kuwait incident,"{'soldier', 'incident', 'murder', 'us', 'charged', 'kuwait'}",1,0,developed,0
us soldiers killed suicide blast iraq,"{'killed', 'iraq', 'us', 'suicide', 'blast', 'soldiers'}",1,1,developed/developing,0
us swimmers grumble aussie absences,"{'swimmers', 'grumble', 'us', 'aussie', 'absences'}",1,0,developed,1
us tank commander shot dead move baghdad,"{'shot', 'commander', 'move', 'tank', 'dead', 'us', 'baghdad'}",1,0,developed,0
us tanks enter south baghdad probing mission,"{'tanks', 'probing', 'mission', 'us', 'enter', 'south', 'baghdad'}",1,0,developed,1
us tanks roll baghdad,"{'tanks', 'baghdad', 'roll', 'us'}",1,0,developed,1
us tanks rumble baghdad,"{'tanks', 'baghdad', 'us', 'rumble'}",1,0,developed,1
us tanks thrust baghdad,"{'thrust', 'tanks', 'baghdad', 'us'}",1,0,developed,1
us troops heart baghdad us military says,"{'heart', 'says', 'us', 'military', 'baghdad', 'troops'}",1,0,developed,1
us troops killed battle baghdad airport,"{'killed', 'battle', 'airport', 'us', 'baghdad', 'troops'}",1,0,developed,0
webber surprise fastest brazil,"{'fastest', 'brazil', 'surprise', 'webber'}",0,1,developing,2
12 kurdish fighters killed us plane bombs,"{'fighters', 'bombs', 'killed', '12', 'kurdish', 'plane', 'us'}",1,0,developed,0
21 staff singapore hospital confined,"{'hospital', 'confined', 'staff', 'singapore', '21'}",1,0,developed,1
60 dead bangladesh boat accident,"{'60', 'accident', 'bangladesh', 'boat', 'dead'}",0,1,developing,0
